"sqft","floor","max_floor","rooms","finishing ","type_of_housing","subway","time_to_subway","transport_accessibility","park","time_to_park","reservoirs","mall","shool","time_to school","hospital","time_to_hospital","kindergarten","time_to_kindergarten","time_to_bar","parking_space","price","link"
"154.1","4","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","409260000","https://www.cian.ru/sale/flat/306342060/"
"259.7","3","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","700240000","https://www.cian.ru/sale/flat/306342055/"
"170.9","1","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","723090000","https://www.cian.ru/sale/flat/306342135/"
"186.1","9","12","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","481110000","https://www.cian.ru/sale/flat/306341828/"
"197.6","5","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","546740000","https://www.cian.ru/sale/flat/306342109/"
"167.4","6","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","500560000","https://www.cian.ru/sale/flat/306342163/"
"172.7","5","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","508140000","https://www.cian.ru/sale/flat/306342108/"
"184.7","5","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","468810000","https://www.cian.ru/sale/flat/306341805/"
"184.4","6","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","487180000","https://www.cian.ru/sale/flat/306341810/"
"194.4","4","10","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","571420000","https://www.cian.ru/sale/flat/306342103/"
"184.9","7","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","495890000","https://www.cian.ru/sale/flat/306341815/"
"211.7","6","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","590500000","https://www.cian.ru/sale/flat/306341811/"
"202.6","5","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","475980000","https://www.cian.ru/sale/flat/306341804/"
"270.7","12","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","1142280000","https://www.cian.ru/sale/flat/306341843/"
"202.9","7","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","503440000","https://www.cian.ru/sale/flat/306341814/"
"253.7","9","10","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","1148980000","https://www.cian.ru/sale/flat/306342131/"
"242.2","9","10","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","1067250000","https://www.cian.ru/sale/flat/306342179/"
"273.6","1","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","606010000","https://www.cian.ru/sale/flat/308971516/"
"184.3","8","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","519850000","https://www.cian.ru/sale/flat/306341819/"
"248.4","11","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","717280000","https://www.cian.ru/sale/flat/306341839/"
"339.5","11","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","1033220000","https://www.cian.ru/sale/flat/306341836/"
"193.4","7","10","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","610080000","https://www.cian.ru/sale/flat/306342069/"
"351.1","1","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","810640000","https://www.cian.ru/sale/flat/306341783/"
"258.3","4","10","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","713320000","https://www.cian.ru/sale/flat/306342104/"
"193.5","3","10","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","549560000","https://www.cian.ru/sale/flat/306342052/"
"184.8","9","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","539190000","https://www.cian.ru/sale/flat/306341826/"
"258.2","6","10","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","746820000","https://www.cian.ru/sale/flat/306342117/"
"193.7","5","10","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","576020000","https://www.cian.ru/sale/flat/306342061/"
"180.1","9","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","477840000","https://www.cian.ru/sale/flat/306341825/"
"211.8","8","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","638500000","https://www.cian.ru/sale/flat/306341821/"
"194.2","6","10","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","601660000","https://www.cian.ru/sale/flat/306342114/"
"186.4","3","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","640260000","https://www.cian.ru/sale/flat/306341786/"
"211.8","10","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","727920000","https://www.cian.ru/sale/flat/306341831/"
"184.1","10","12","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","579710000","https://www.cian.ru/sale/flat/306341830/"
"258.3","8","10","4","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","782420000","https://www.cian.ru/sale/flat/306342126/"
"184.2","4","12","5","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","7","Moskva River","K-25","№ 172","7","10 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","9","№1477","3","3","да","464740000","https://www.cian.ru/sale/flat/306341796/"
